Created on 07-22-2018,http://www.CryptoDataDownload.com,,,,,,
Date,Symbol,Open,High,Low,Close,Volume From,Volume To
2018-05-11 02-PM,NEOUSD,62.8,67,62.8,66,1300.14,85139.1
2018-05-11 01-PM,NEOUSD,63,64.4,62.71,62.8,1647.97,104542.37
2018-05-11 12-PM,NEOUSD,61.7,63.5,60.85,63,3344.06,207508.84
2018-05-11 11-AM,NEOUSD,63.8,64.47,61.56,61.7,873.74,54789.07
2018-05-11 10-AM,NEOUSD,63.55,64.48,63.41,63.8,670.57,42743.2
2018-05-11 09-AM,NEOUSD,65.2,65.4,62.65,63.55,1130.2,71903.76
2018-05-11 08-AM,NEOUSD,63.79,66.5,63.25,65.2,3428.77,223404.54
2018-05-11 07-AM,NEOUSD,65.73,67,62,63.79,7943.26,511326.04
2018-05-11 06-AM,NEOUSD,70.1,70.2,65.73,65.73,4893.61,332444.75
2018-05-11 05-AM,NEOUSD,70.03,70.1,69.8,70.1,115.38,8075.39
2018-05-11 04-AM,NEOUSD,69.15,70.03,69.09,70.03,642.28,44559.76
2018-05-11 03-AM,NEOUSD,69.07,69.79,69.07,69.15,232.81,16141.17
2018-05-11 02-AM,NEOUSD,69.72,70.04,69.07,69.07,518.11,36029.2
2018-05-11 01-AM,NEOUSD,69.39,70.1,69,69.72,530.32,37019.5
2018-05-11 12-AM,NEOUSD,69.21,69.99,68.08,69.39,2732.24,188151.58
2018-05-10 11-PM,NEOUSD,71.82,71.82,68.86,69.21,2556.11,178614.86
2018-05-10 10-PM,NEOUSD,72.13,72.13,71.12,71.82,323.28,23180.25
2018-05-10 09-PM,NEOUSD,71.61,72.18,71.61,72.13,341.28,24590.3
2018-05-10 08-PM,NEOUSD,72.05,72.07,71.53,71.61,476.69,34229.99
2018-05-10 07-PM,NEOUSD,72.66,72.75,71.81,72.05,384.96,27777.16
2018-05-10 06-PM,NEOUSD,73,73.18,71.77,72.66,2239.53,162063.41
2018-05-10 05-PM,NEOUSD,75.3,75.3,72.55,73,1478.96,108539.86
2018-05-10 10-AM,NEOUSD,75.9,75.95,75.4,75.57,70.26,5330.08
2018-05-10 09-AM,NEOUSD,76.02,76.02,75.9,75.9,264.85,20114.95
2018-05-10 08-AM,NEOUSD,76.1,76.8,75.9,76.02,149.2,11379.77
2018-05-10 07-AM,NEOUSD,75.2,76.1,75.2,76.1,148.3,11170.15
2018-05-10 06-AM,NEOUSD,76.67,76.67,75.2,75.2,95.98,7230.71
2018-05-10 05-AM,NEOUSD,76.87,76.87,75.82,76.67,149.26,11432.32
2018-05-10 04-AM,NEOUSD,75.39,76.87,75.39,76.87,247.03,18763.66
2018-05-10 03-AM,NEOUSD,75.35,75.77,75.35,75.39,104.67,7889.6
2018-05-10 02-AM,NEOUSD,75.8,75.8,75.35,75.35,109.07,8258.9
2018-05-10 01-AM,NEOUSD,75.4,75.8,75.4,75.8,49.24,3730.19
2018-05-10 12-AM,NEOUSD,76.42,76.62,75.4,75.4,63.16,4819.05
2018-05-09 11-PM,NEOUSD,76.43,76.62,75.87,76.42,37.36,2854.42
2018-05-09 10-PM,NEOUSD,75.67,76.43,75.35,76.43,445.7,33693.58
2018-05-09 09-PM,NEOUSD,75.48,76.24,75.35,75.67,128.48,9690.98
2018-05-09 08-PM,NEOUSD,76.29,76.66,75.48,75.48,139.48,10605
2018-05-09 07-PM,NEOUSD,76.81,76.81,76,76.29,57.65,4383.4
2018-05-09 06-PM,NEOUSD,76.76,77.2,76,76.81,289.87,22227.8
2018-05-09 05-PM,NEOUSD,76.2,77.4,76,76.76,628.09,48202.98
2018-05-09 04-PM,NEOUSD,76,76.2,75.95,76.2,244.19,18569.06
2018-05-09 03-PM,NEOUSD,76,76.3,75.9,76,99.64,7578.5
2018-05-09 02-PM,NEOUSD,75.67,76.19,75.46,76,277.25,20985.68
2018-05-09 01-PM,NEOUSD,76.1,76.2,75.67,75.67,183.05,13897.24
2018-05-09 12-PM,NEOUSD,75.6,76.2,75.6,76.1,1201.22,91104.13
2018-05-09 11-AM,NEOUSD,74.98,76,74.98,75.6,296.07,22398.55
2018-05-09 10-AM,NEOUSD,74.3,74.98,73.85,74.98,254.31,18862.56
2018-05-09 09-AM,NEOUSD,73.97,74.51,73.5,74.3,258.49,19195.2
2018-05-09 08-AM,NEOUSD,73.24,73.98,73.1,73.97,36.7,2687.8
2018-05-09 07-AM,NEOUSD,73.91,73.98,73.24,73.24,396.91,29196.05
2018-05-09 06-AM,NEOUSD,74.08,74.2,73.24,73.91,585.29,43205.26
2018-05-09 05-AM,NEOUSD,73.43,74.11,73.09,74.08,107.06,7861.59
2018-05-09 04-AM,NEOUSD,73.01,73.43,72.33,73.43,483.29,35140.86
2018-05-09 03-AM,NEOUSD,74.2,74.2,72.92,73.01,1559.92,114647.59
2018-05-09 02-AM,NEOUSD,76.12,76.5,74.2,74.2,917.84,68828.59
2018-05-09 01-AM,NEOUSD,76,76.5,75.94,76.12,194.11,14758.72
2018-05-09 12-AM,NEOUSD,77,77.23,76,76,93.36,7118.65
2018-05-08 11-PM,NEOUSD,77.76,77.77,77,77,482.63,37244.95
2018-05-08 10-PM,NEOUSD,77,77.77,77,77.76,16.18,1253.97
2018-05-08 09-PM,NEOUSD,77.13,77.8,76.73,77,178.26,13730.37
2018-05-08 08-PM,NEOUSD,77.8,77.8,76.51,77.13,171.18,13169.26
2018-05-08 07-PM,NEOUSD,77.33,78,77.33,77.8,366.97,28384.46
2018-05-08 06-PM,NEOUSD,76.12,78,76.08,77.33,807.56,62591.87
2018-05-08 05-PM,NEOUSD,76.51,76.59,76.12,76.12,30.46,2322.58
2018-05-08 04-PM,NEOUSD,76.5,77.09,76,76.51,626.78,48150.74
2018-05-08 03-PM,NEOUSD,76.5,76.84,75.92,76.5,590.86,44933.16
2018-05-08 02-PM,NEOUSD,77,77.32,76,76.5,317.57,24333.04
2018-05-08 01-PM,NEOUSD,76.38,77.37,75.8,77,336.45,25806.24
2018-05-08 12-PM,NEOUSD,77,77,75.5,76.38,1274.18,97109.52
2018-05-08 11-AM,NEOUSD,78.49,78.49,77,77,1005.31,77601.46
2018-05-08 10-AM,NEOUSD,78.49,78.9,78.49,78.49,152.48,11971.37
2018-05-08 09-AM,NEOUSD,79.55,79.99,78,78.49,517.13,40593.43
2018-05-08 08-AM,NEOUSD,79,79.55,78.8,79.55,292.07,23185.52
2018-05-08 07-AM,NEOUSD,79,79.5,79,79,24.53,1945.19
2018-05-08 06-AM,NEOUSD,79.46,79.95,78.8,79,195.28,15440.08
2018-05-08 05-AM,NEOUSD,80.37,80.37,79.02,79.46,118.45,9405.5
2018-05-08 04-AM,NEOUSD,80.79,80.85,80.37,80.37,9.65,777.64
2018-05-08 03-AM,NEOUSD,80.5,81.23,79.9,80.79,460.8,36982.07
2018-05-08 02-AM,NEOUSD,80.63,81.39,79.9,80.5,362.22,29220.2
2018-05-08 01-AM,NEOUSD,79.5,80.93,79.5,80.63,422.75,34118.89
2018-05-08 12-AM,NEOUSD,79,80.2,79,79.5,445.54,35511.39
2018-05-07 11-PM,NEOUSD,78.41,79,78.41,79,210.36,16539.39
2018-05-07 10-PM,NEOUSD,79.92,79.92,78.41,78.41,323.54,25587.4
2018-05-07 09-PM,NEOUSD,79.99,80.69,79.8,79.92,804.69,64420.78
2018-05-07 08-PM,NEOUSD,80.24,80.43,79.62,79.99,281.42,22492.6
2018-05-07 07-PM,NEOUSD,79.08,80.77,79.08,80.24,453.13,36316.05
2018-05-07 06-PM,NEOUSD,79.64,79.65,79,79.08,142.55,11325.27
2018-05-07 05-PM,NEOUSD,79.15,79.7,79,79.64,713.9,56736.35
2018-05-07 04-PM,NEOUSD,78.87,79.6,78.16,79.15,155.64,12330.92
2018-05-07 03-PM,NEOUSD,77.95,78.87,77.37,78.87,1032.8,80970.28
2018-05-07 02-PM,NEOUSD,77.85,78,76.43,77.95,490.61,37824.32
2018-05-07 01-PM,NEOUSD,78.37,78.44,77.31,77.85,311.86,24261.92
2018-05-07 12-PM,NEOUSD,77.5,78.37,77.08,78.37,152.43,11867.06
2018-05-07 11-AM,NEOUSD,77.39,78.13,77.3,77.5,338.93,26280.16
2018-05-07 10-AM,NEOUSD,77,77.8,76.1,77.39,229.71,17631.59
2018-05-07 09-AM,NEOUSD,79.28,79.28,77,77,372.09,28995.96
2018-05-07 08-AM,NEOUSD,77,79.28,76,79.28,3010.57,233233.97
2018-05-07 07-AM,NEOUSD,79.6,79.6,77,77,433.27,33717.62
2018-05-07 06-AM,NEOUSD,77.8,79.91,77.8,79.6,519.26,41070.58
2018-05-07 05-AM,NEOUSD,77.78,78.55,76.76,77.8,340.71,26447.58
2018-05-07 04-AM,NEOUSD,77.78,78.77,77.78,77.78,675.64,52828.69
2018-05-07 03-AM,NEOUSD,77.86,78.17,76.2,77.78,2360.91,181508.88
2018-05-07 02-AM,NEOUSD,78.83,79,77.24,77.86,1522.1,118747.97
2018-05-07 01-AM,NEOUSD,81,81.2,77.9,78.83,2395.17,189995.82
2018-05-07 12-AM,NEOUSD,83.88,83.9,81,81,834.17,68275.67
2018-05-06 11-PM,NEOUSD,83.37,83.9,83,83.88,1023.58,85375.25
2018-05-06 10-PM,NEOUSD,81.86,83.4,81.86,83.37,281.31,23281.17
2018-05-06 09-PM,NEOUSD,82.65,82.65,81.25,81.86,290.06,23796.51
2018-05-06 08-PM,NEOUSD,81.96,82.65,81.56,82.65,100.25,8224.94
2018-05-06 07-PM,NEOUSD,82.65,82.65,81,81.96,330.1,26902.49
2018-05-06 06-PM,NEOUSD,83,83,81.57,82.65,317.4,26187.83
2018-05-06 05-PM,NEOUSD,82,83,82,83,237.75,19531.57
2018-05-06 04-PM,NEOUSD,81,82,81,82,299.96,24524.3
2018-05-06 03-PM,NEOUSD,81.5,82.3,80.52,81,187.57,15262.4
2018-05-06 02-PM,NEOUSD,81.46,82.27,80.52,81.5,517.58,41953.76
2018-05-06 01-PM,NEOUSD,81.4,82.49,80.8,81.46,276.31,22557.17
2018-05-06 12-PM,NEOUSD,81.09,81.87,80.01,81.4,874.89,70640.94
2018-05-06 11-AM,NEOUSD,83.26,83.26,81.09,81.09,1345.88,110577.29
2018-05-06 10-AM,NEOUSD,82.16,84,81.12,83.26,1078.36,89323.18
2018-05-06 09-AM,NEOUSD,81.88,83,81.21,82.16,693.51,56689.27
2018-05-06 08-AM,NEOUSD,84.43,84.43,81.64,81.88,1301.21,106992.66
2018-05-06 07-AM,NEOUSD,84.17,84.51,82.73,84.43,566.75,47672.59
2018-05-06 06-AM,NEOUSD,85.4,85.44,82.4,84.17,2147.68,179262.23
2018-05-06 05-AM,NEOUSD,87.4,87.4,85.36,85.4,945.73,81436.19
2018-05-06 04-AM,NEOUSD,87.5,88.2,87.4,87.4,1176.27,103385.46
2018-05-06 03-AM,NEOUSD,86.9,88,86.3,87.5,873.6,76131.11
2018-05-06 02-AM,NEOUSD,86.52,87.7,86.52,86.9,529.04,46071.34
2018-05-06 01-AM,NEOUSD,88,88.28,86.23,86.52,645.61,56378.96
2018-05-06 12-AM,NEOUSD,84.35,88,84.35,88,769.17,65811.6
2018-05-05 11-PM,NEOUSD,84.9,85.42,84.35,84.35,274.22,23187.72
2018-05-05 10-PM,NEOUSD,84.94,85.42,84.36,84.9,58.7,4990.85
2018-05-05 09-PM,NEOUSD,85,85.3,84.35,84.94,441.74,37607.43
2018-05-05 08-PM,NEOUSD,85.3,85.4,84.83,85,157.91,13472.1
2018-05-05 07-PM,NEOUSD,85,85.42,84.68,85.3,59.12,5021.9
2018-05-05 06-PM,NEOUSD,85.1,85.77,84.68,85,860.97,73268
2018-05-05 05-PM,NEOUSD,85.1,85.77,84.68,85.1,508.53,43271.07
2018-05-05 04-PM,NEOUSD,85.5,85.77,84.68,85.1,703.1,59770.32
2018-05-05 03-PM,NEOUSD,85.36,87.88,85.35,85.5,2752.28,237675.71
2018-05-05 02-PM,NEOUSD,85.36,85.36,85.03,85.36,699.29,59588.3
2018-05-05 01-PM,NEOUSD,85.67,86.2,85.36,85.36,750.71,64299.05
2018-05-05 12-PM,NEOUSD,85.55,86.2,85.45,85.67,241.39,20750.83
2018-05-05 11-AM,NEOUSD,85.85,85.95,85.26,85.55,372.52,31908.51
2018-05-05 10-AM,NEOUSD,85.8,86.3,85.6,85.85,497.35,42741.56
2018-05-05 09-AM,NEOUSD,85.84,86,85.75,85.8,487.77,41884.09
2018-05-05 08-AM,NEOUSD,85.76,85.84,84.81,85.84,1321.32,112629.29
2018-05-05 07-AM,NEOUSD,85.5,85.76,84.79,85.76,586.85,50135.76
2018-05-05 06-AM,NEOUSD,85.8,86,85.18,85.5,739.3,63353.47
2018-05-05 05-AM,NEOUSD,85.45,85.8,85.45,85.8,591.05,50536.61
2018-05-05 04-AM,NEOUSD,84.68,85.8,84.68,85.45,117.93,10070.76
2018-05-05 03-AM,NEOUSD,84.6,85.58,84.6,84.68,73.05,6222.12
2018-05-05 02-AM,NEOUSD,85.32,86,84.6,84.6,283.03,24176.08
2018-05-05 01-AM,NEOUSD,85.32,85.32,84.4,85.32,59.95,5100.61
2018-05-05 12-AM,NEOUSD,84.57,85.32,84.35,85.32,215.39,18224.57
2018-05-04 11-PM,NEOUSD,84.5,85.1,84.15,84.57,80.08,6775.68
2018-05-04 10-PM,NEOUSD,85.05,85.32,84,84.5,651.86,55391.32
2018-05-04 09-PM,NEOUSD,84.44,85.32,84.27,85.05,146.05,12437.69
2018-05-04 08-PM,NEOUSD,84.22,85.5,84.22,84.44,190.75,16102.88
2018-05-04 07-PM,NEOUSD,84.26,84.68,84.22,84.22,813.91,68780.36
2018-05-04 06-PM,NEOUSD,83.56,84.26,83.56,84.26,395.44,33271.69
2018-05-04 05-PM,NEOUSD,84.15,84.15,83,83.56,174.73,14589.75
2018-05-04 04-PM,NEOUSD,82.44,84.15,82.22,84.15,214.9,17847.47
2018-05-04 03-PM,NEOUSD,83.93,84.7,82.22,82.44,513.4,42788.98
2018-05-04 02-PM,NEOUSD,83.48,84.4,82.97,83.93,302.04,25279.89
2018-05-04 01-PM,NEOUSD,85,85.5,82.59,83.48,1218.27,102270.99
2018-05-04 12-PM,NEOUSD,85.5,86.5,85,85,1170.32,100073.21
2018-05-04 11-AM,NEOUSD,85.96,86.11,85.3,85.5,812.17,69478.51
2018-05-04 10-AM,NEOUSD,86.7,86.7,85.71,85.96,265.14,22773.21
2018-05-04 09-AM,NEOUSD,86.7,86.94,85.69,86.7,1060.83,91598.92
2018-05-04 08-AM,NEOUSD,86.25,87.1,85.98,86.7,1799.18,155386.35
2018-05-04 07-AM,NEOUSD,87,87.1,86.25,86.25,580.33,50373.27
2018-05-04 06-AM,NEOUSD,85.9,87,85.85,87,477.75,41324.39
2018-05-04 05-AM,NEOUSD,86,86.25,85.85,85.9,281.69,24255.57
2018-05-04 04-AM,NEOUSD,86,86.09,85.75,86,229.67,19743.3
2018-05-04 03-AM,NEOUSD,86.8,86.8,85.68,86,792.34,68368.31
2018-05-04 02-AM,NEOUSD,86.8,86.85,86.17,86.8,226.47,19596.94
2018-05-04 01-AM,NEOUSD,85.95,87.3,85.68,86.8,834.66,72298.32
2018-05-04 12-AM,NEOUSD,87.51,87.74,85.68,85.95,734.68,63340.1
2018-05-03 11-PM,NEOUSD,88.49,88.49,86.93,87.51,441.05,38827.55
2018-05-03 10-PM,NEOUSD,87.81,88.49,87.51,88.49,283.38,24901.29
2018-05-03 09-PM,NEOUSD,87.4,87.89,87.39,87.81,376.03,32980.51
2018-05-03 08-PM,NEOUSD,87.5,88,86.79,87.4,1036.96,91010.09
2018-05-03 07-PM,NEOUSD,87.85,88,86.5,87.5,958.05,83865.9
2018-05-03 06-PM,NEOUSD,89.1,89.34,86.33,87.85,5693.33,500143.43
2018-05-03 05-PM,NEOUSD,89.9,89.92,88,89.1,1862.73,166167.45
2018-05-03 04-PM,NEOUSD,87,89.9,86.53,89.9,1203.11,106399.45
2018-05-03 03-PM,NEOUSD,86.71,87.5,86.53,87,453.76,39383.44
2018-05-03 02-PM,NEOUSD,87.5,87.5,86.2,86.71,2477.69,214613.3
2018-05-03 01-PM,NEOUSD,86,87.75,85.61,87.5,883.13,76440.75
2018-05-03 12-PM,NEOUSD,84,86.37,84,86,1127.23,95840.63
2018-05-03 11-AM,NEOUSD,84,84.7,84,84,126.35,10674.13
2018-05-03 10-AM,NEOUSD,84.51,84.79,83.87,84,55.66,4688.37
2018-05-03 09-AM,NEOUSD,83.91,84.51,83.5,84.51,132.66,11130.72
2018-05-03 08-AM,NEOUSD,84.3,84.9,83.5,83.91,181.91,15252.49
2018-05-03 07-AM,NEOUSD,84.1,84.9,83.65,84.3,853.56,72008.4
2018-05-03 06-AM,NEOUSD,84.81,84.81,83.65,84.1,531.56,44720.51
2018-05-03 05-AM,NEOUSD,86.2,86.5,83.89,84.81,1280.53,108668.29
2018-05-03 04-AM,NEOUSD,86.24,86.9,85.87,86.2,1089.42,94109.99
2018-05-03 03-AM,NEOUSD,85.1,89.8,84.41,86.24,3851.67,337966.22
2018-05-03 02-AM,NEOUSD,84.8,85.1,84.4,85.1,253.92,21578.64
2018-05-03 01-AM,NEOUSD,84.75,85,84.4,84.8,491.35,41571.01
2018-05-03 12-AM,NEOUSD,84.95,85,84.4,84.75,114.85,9715.32
2018-05-02 11-PM,NEOUSD,85,85.39,84.4,84.95,624.28,53140.63
2018-05-02 10-PM,NEOUSD,84.97,85,84.4,85,596.28,50603.81
2018-05-02 09-PM,NEOUSD,83.7,85.15,83.36,84.97,864.43,73318.2
2018-05-02 08-PM,NEOUSD,82.74,83.8,82.4,83.7,597.06,49539.69
2018-05-02 07-PM,NEOUSD,84,84,82.6,82.74,2998.72,249963.97
2018-05-02 06-PM,NEOUSD,83.41,84,83.4,84,112.56,9411.88
2018-05-02 05-PM,NEOUSD,83.8,84,83.4,83.41,121.32,10154.16
2018-05-02 04-PM,NEOUSD,84.17,84.19,83.6,83.8,133.03,11160.78
2018-05-02 03-PM,NEOUSD,83.4,84.19,83.4,84.17,698.84,58683.1
2018-05-02 02-PM,NEOUSD,83.7,83.85,83.4,83.4,643.25,53797.32
2018-05-02 01-PM,NEOUSD,82.85,83.7,82.12,83.7,631.63,52396.27
2018-05-02 12-PM,NEOUSD,84.34,84.85,82.85,82.85,607.78,51001.7
2018-05-02 11-AM,NEOUSD,84.99,84.99,83.94,84.34,60.41,5095.09
2018-05-02 10-AM,NEOUSD,83.86,85,83.68,84.99,590.33,49930.72
2018-05-02 09-AM,NEOUSD,83.5,84.21,83.5,83.86,21.63,1815.54
2018-05-02 08-AM,NEOUSD,84,84.25,83.45,83.5,164.12,13787.5
2018-05-02 07-AM,NEOUSD,84,84.99,84,84,317.29,26818.92
2018-05-02 06-AM,NEOUSD,83.83,84.69,82.85,84,230.2,19252.9
2018-05-02 05-AM,NEOUSD,84.13,84.27,83.36,83.83,196.55,16496.1
2018-05-02 04-AM,NEOUSD,83.51,84.3,83.12,84.13,110.65,9276.16
2018-05-02 03-AM,NEOUSD,82.84,83.55,82.82,83.51,38.27,3190.46
2018-05-02 02-AM,NEOUSD,83.33,83.68,82.82,82.84,548.97,45795.05
2018-05-02 01-AM,NEOUSD,84,84.2,82,83.33,1894.53,156983.86
2018-05-02 12-AM,NEOUSD,84.5,85.65,83.68,84,689.89,58538.62
2018-05-01 11-PM,NEOUSD,83.8,84.5,83.2,84.5,1945.49,163231.07
2018-05-01 10-PM,NEOUSD,84.26,84.8,83.8,83.8,377.9,31914.61
2018-05-01 09-PM,NEOUSD,82.4,84.4,82.4,84.26,1602.32,134429.46
2018-05-01 08-PM,NEOUSD,81.09,82.92,81.09,82.4,935.14,76864.09
2018-05-01 07-PM,NEOUSD,82.11,82.11,81.09,81.09,249.49,20328.03
2018-05-01 06-PM,NEOUSD,82.1,82.34,81.28,82.11,398.74,32674.6
2018-05-01 05-PM,NEOUSD,81.69,82.34,80.81,82.1,359.83,29321.66
2018-05-01 04-PM,NEOUSD,80.11,81.7,80.11,81.69,463.68,37491.53
2018-05-01 03-PM,NEOUSD,79.95,80.4,79.5,80.11,360.65,28851.66
2018-05-01 02-PM,NEOUSD,80,80.1,79.5,79.95,554.84,44211.65
2018-05-01 01-PM,NEOUSD,79.99,80.1,78.9,80,1117.89,88743.22
2018-05-01 12-PM,NEOUSD,80.54,80.8,78.77,79.99,2886.09,229347
2018-05-01 11-AM,NEOUSD,81.7,82.2,80.54,80.54,983.72,79944.39
2018-05-01 10-AM,NEOUSD,81.83,82.2,80.6,81.7,666.05,54175.31
2018-05-01 09-AM,NEOUSD,82.9,82.99,81.5,81.83,376.18,30970.54
2018-05-01 08-AM,NEOUSD,81.36,83.03,81.36,82.9,1189.57,97814.57
2018-05-01 07-AM,NEOUSD,80.87,82,80.73,81.36,1219.56,99653.17
2018-05-01 06-AM,NEOUSD,79.35,80.87,79.13,80.87,421.76,33727.96
2018-05-01 05-AM,NEOUSD,81,81,79.19,79.35,1365.71,108735.14
2018-05-01 04-AM,NEOUSD,79,81.28,79,81,472.09,37935.31
2018-05-01 03-AM,NEOUSD,81.28,81.54,79,79,419.53,33718.31
2018-05-01 02-AM,NEOUSD,80.93,81.7,79.91,81.28,1256.89,101186.33
2018-05-01 01-AM,NEOUSD,79.3,80.93,77.18,80.93,3318.5,261905.25
2018-05-01 12-AM,NEOUSD,84.24,84.24,78.9,79.3,4472.26,359490.84
2018-04-30 11-PM,NEOUSD,82.5,84.4,82.5,84.24,481.83,39958.21
2018-04-30 10-PM,NEOUSD,82.75,84.21,81.9,82.5,1699.71,140530.53
2018-04-30 09-PM,NEOUSD,84.61,84.91,82.5,82.75,4248.18,353513.76
2018-04-30 08-PM,NEOUSD,86.13,86.13,84.61,84.61,329.73,28062.98
2018-04-30 07-PM,NEOUSD,86.29,86.3,84.8,86.13,341.02,29154.4
2018-04-30 06-PM,NEOUSD,86.02,86.83,85.63,86.29,62.77,5400.66
2018-04-30 05-PM,NEOUSD,86.28,86.55,85.63,86.02,268.96,23111.29
2018-04-30 04-PM,NEOUSD,87,87.87,85.63,86.28,826.58,71974.77
2018-04-30 03-PM,NEOUSD,85.5,87,84.9,87,371.64,31862.18
2018-04-30 02-PM,NEOUSD,86.7,86.7,84.9,85.5,1202.76,102860.99
2018-04-30 01-PM,NEOUSD,87.8,88,86.28,86.7,927.74,80545.95
2018-04-30 12-PM,NEOUSD,87.44,88.74,87.1,87.8,795.64,69979.45
2018-04-30 11-AM,NEOUSD,87.47,88.97,87.1,87.44,2124.09,186744.31
2018-04-30 10-AM,NEOUSD,86.25,88,85.18,87.47,532.42,46208.75
2018-04-30 09-AM,NEOUSD,85.2,86.57,84.65,86.25,1534.02,131926.99
2018-04-30 08-AM,NEOUSD,85.19,86.8,84,85.2,2050.15,176034.74
2018-04-30 07-AM,NEOUSD,87.59,87.59,83.38,85.19,3827.48,324813.15
2018-04-30 06-AM,NEOUSD,89.59,89.59,86.2,87.59,2019.24,177265.96
2018-04-30 05-AM,NEOUSD,87.16,89.74,87.16,89.59,2884.32,256826.68
2018-04-30 04-AM,NEOUSD,86.18,88,86.18,87.16,693.33,60564.22
2018-04-30 03-AM,NEOUSD,90.4,91.81,85.51,86.18,4659.53,411140.74
2018-04-30 02-AM,NEOUSD,92.4,94.4,90,90.4,2691.35,248025.8
2018-04-30 01-AM,NEOUSD,93.99,93.99,91,92.4,2018.91,186032.78
2018-04-30 12-AM,NEOUSD,90.52,96.5,90.5,93.99,6648.01,623178.16
2018-04-29 11-PM,NEOUSD,91,91.24,89.6,90.52,1569.36,141512.11
2018-04-29 10-PM,NEOUSD,90.03,92.42,90.03,91,2526.67,231750.95
2018-04-29 09-PM,NEOUSD,90.44,92,89.6,90.03,4656.1,424795.13
2018-04-29 08-PM,NEOUSD,87,90.7,86.81,90.44,4517.81,399205.85
2018-04-29 07-PM,NEOUSD,86.58,87.7,86.5,87,759.38,66177.8
2018-04-29 06-PM,NEOUSD,87,87.8,86.58,86.58,415.63,36144.25
2018-04-29 05-PM,NEOUSD,85.61,88.19,84.53,87,1918.83,165744.49
2018-04-29 04-PM,NEOUSD,87.65,87.8,85.45,85.61,2471.44,214409.22
2018-04-29 03-PM,NEOUSD,86.38,88.78,85.96,87.65,2546.94,222545.14
2018-04-29 02-PM,NEOUSD,84.8,88.99,84.8,86.38,5444.9,476861.18
2018-04-29 01-PM,NEOUSD,82.88,87.25,81.79,84.8,5878.15,498503.13
2018-04-29 12-PM,NEOUSD,77.89,82.88,77.89,82.88,5519,448167.27
2018-04-29 11-AM,NEOUSD,76.53,78.8,75.82,77.89,1761.28,137108.74
2018-04-29 10-AM,NEOUSD,78.12,78.79,76.1,76.53,881.54,68519.88
2018-04-29 09-AM,NEOUSD,77.61,78.12,76.2,78.12,1228.71,94766.47
2018-04-29 08-AM,NEOUSD,80,80.4,76.71,77.61,1940.82,152665.95
2018-04-29 07-AM,NEOUSD,81.39,81.4,79.46,80,932.91,75320.97
2018-04-29 06-AM,NEOUSD,79.8,81.39,79.8,81.39,248.76,20141.98
2018-04-29 05-AM,NEOUSD,79.3,80.89,79.3,79.8,229,18338.37
2018-04-29 04-AM,NEOUSD,80.07,80.87,79.3,79.3,431.78,34530.1
2018-04-29 03-AM,NEOUSD,81.6,81.85,80.07,80.07,924.24,74877.4
2018-04-29 02-AM,NEOUSD,79,81.6,79,81.6,1212.76,97283.25
2018-04-29 01-AM,NEOUSD,78.39,80.1,78.31,79,1393.74,110257.4
2018-04-29 12-AM,NEOUSD,77.12,78.39,76.71,78.39,560.91,43657.07
2018-04-28 11-PM,NEOUSD,76.88,77.71,76.1,77.12,229.88,17589.08
2018-04-28 10-PM,NEOUSD,76.7,77.72,76.7,76.88,87.63,6756.72
2018-04-28 09-PM,NEOUSD,76.6,77.06,76.1,76.7,114.11,8725.97
2018-04-28 08-PM,NEOUSD,77.11,78.11,76.6,76.6,336.85,26047.92
2018-04-28 07-PM,NEOUSD,78.3,78.3,76.73,77.11,703.88,54624.46
2018-04-28 06-PM,NEOUSD,77.31,78.6,77.31,78.3,506.98,39621.35
2018-04-28 05-PM,NEOUSD,77,77.95,77,77.31,339.42,26311.47
2018-04-28 04-PM,NEOUSD,77,77.37,76.2,77,950.54,73189.39
2018-04-28 03-PM,NEOUSD,76.1,77,75.9,77,747.81,57158.21
2018-04-28 02-PM,NEOUSD,76.11,77.92,76.1,76.1,2284.25,175799.73
2018-04-28 01-PM,NEOUSD,75.9,76.6,75.69,76.11,1468.78,112037.27
2018-04-28 12-PM,NEOUSD,74.73,76.3,74.61,75.9,741.46,56089.52
2018-04-28 11-AM,NEOUSD,74.95,75.4,74.73,74.73,219.26,16462.05
2018-04-28 10-AM,NEOUSD,74.8,75.6,74.79,74.95,246.75,18576.51
2018-04-28 09-AM,NEOUSD,74.07,75.41,74.07,74.8,363.63,27113.98
2018-04-28 08-AM,NEOUSD,74,75.92,73.53,74.07,612.46,45707.38
2018-04-28 07-AM,NEOUSD,74.69,75.33,74,74,294.36,21890.78
2018-04-28 06-AM,NEOUSD,74.53,75.5,74.53,74.69,405.93,30448.58
2018-04-28 05-AM,NEOUSD,74.86,74.86,74.45,74.53,25.23,1883.93
2018-04-28 04-AM,NEOUSD,74.8,74.87,74.34,74.86,32.37,2411.19
2018-04-28 03-AM,NEOUSD,73.85,74.8,73.29,74.8,205.5,15163.42
2018-04-28 02-AM,NEOUSD,74,74.11,73.27,73.85,66.02,4885.7
2018-04-28 01-AM,NEOUSD,73.68,74.11,72.91,74,337.36,24888.04
2018-04-28 12-AM,NEOUSD,72,73.69,72,73.68,278.76,20189.23
2018-04-27 11-PM,NEOUSD,73.92,73.92,72,72,509.27,37232.66
2018-04-27 10-PM,NEOUSD,73.31,74,72.43,73.92,279.62,20486.74
