Created on 07-22-2018,http://www.CryptoDataDownload.com,,,,,,
Date,Symbol,Open,High,Low,Close,Volume From,Volume To
2018-06-11 10-AM,NEOUSD,44.5,44.73,43.91,44.65,94.6,4193.76
2018-06-11 09-AM,NEOUSD,44.5,44.78,43.94,44.5,216.21,9543.06
2018-06-11 08-AM,NEOUSD,43,44.89,42.92,44.5,1207.47,52802.81
2018-06-11 07-AM,NEOUSD,45.3,45.3,43,43,2826.75,124459.09
2018-06-11 06-AM,NEOUSD,45,45.3,44.53,45.3,7.48,335.39
2018-06-11 05-AM,NEOUSD,45.57,45.57,45,45,326.91,14736.95
2018-06-11 04-AM,NEOUSD,45.4,45.57,45,45.57,142.85,6450.36
2018-06-11 03-AM,NEOUSD,45.48,45.57,45.4,45.4,40.27,1833.13
2018-06-11 02-AM,NEOUSD,44.88,45.57,44.71,45.48,145.46,6613.54
2018-06-11 01-AM,NEOUSD,44.9,44.9,44.1,44.88,189.13,8406.93
2018-06-11 12-AM,NEOUSD,45.12,45.33,44.5,44.9,151.9,6791.46
2018-06-10 11-PM,NEOUSD,44.59,45.12,44.09,45.12,594.8,26703.58
2018-06-10 10-PM,NEOUSD,45.03,45.12,44.09,44.59,1043.4,46405.49
2018-06-10 09-PM,NEOUSD,45.55,46.05,44.5,45.03,1282.61,57654.64
2018-06-10 08-PM,NEOUSD,46.57,47.04,45.32,45.55,343.73,15958.64
2018-06-10 07-PM,NEOUSD,46.15,46.71,45.61,46.57,593.57,27395.05
2018-06-10 06-PM,NEOUSD,45.75,46.45,45,46.15,1258.37,57519.91
2018-06-10 05-PM,NEOUSD,48.8,48.8,45.28,45.75,4174.4,194596.3
2018-06-10 04-PM,NEOUSD,48.9,48.9,48.33,48.8,55.43,2686.65
2018-06-10 03-PM,NEOUSD,48.6,49.01,48.5,48.9,30.96,1509.63
2018-06-10 02-PM,NEOUSD,48.75,49.29,48.57,48.6,69.89,3418.9
2018-06-10 01-PM,NEOUSD,48.9,49.23,48.5,48.75,119.35,5863.55
2018-06-10 12-PM,NEOUSD,49,49.38,48.9,48.9,100.64,4932.62
2018-06-10 11-AM,NEOUSD,48.7,49.48,48.7,49,41.67,2048.64
2018-06-10 10-AM,NEOUSD,49.17,49.17,48.7,48.7,84.24,4106.99
2018-06-10 09-AM,NEOUSD,48.38,49.19,48.31,49.17,478.69,23385.63
2018-06-10 08-AM,NEOUSD,48.4,48.77,48.3,48.38,502.43,24336.96
2018-06-10 07-AM,NEOUSD,49.5,49.62,48.4,48.4,702.88,34340.89
2018-06-10 06-AM,NEOUSD,49.59,49.72,49.5,49.5,332.59,16522.71
2018-06-10 05-AM,NEOUSD,49.33,49.59,49.05,49.59,28.04,1385.56
2018-06-10 04-AM,NEOUSD,48.9,49.33,48.89,49.33,176.46,8681.87
2018-06-10 03-AM,NEOUSD,49.4,49.73,48.9,48.9,526.15,25809.6
2018-06-10 02-AM,NEOUSD,49.81,49.81,49.4,49.4,235.32,11652.37
2018-06-10 01-AM,NEOUSD,49.01,49.9,49,49.81,401.23,19806.8
2018-06-10 12-AM,NEOUSD,50.9,50.9,49.01,49.01,1135.56,56796.14
2018-06-09 11-PM,NEOUSD,51.85,51.85,50.63,50.9,503.26,25840.52
2018-06-09 10-PM,NEOUSD,51.85,51.85,51.57,51.85,32.5,1680.65
2018-06-09 09-PM,NEOUSD,51.85,51.85,51.85,51.85,41.08,2130.19
2018-06-09 08-PM,NEOUSD,51.9,52,51.8,51.85,25.88,1341.67
2018-06-09 07-PM,NEOUSD,52,52,51.87,51.9,30.72,1594.82
2018-06-09 06-PM,NEOUSD,52,52,52,52,0.2782,14.46
2018-06-09 05-PM,NEOUSD,52.17,52.17,52,52,0.7416,38.56
2018-06-09 04-PM,NEOUSD,52.55,52.55,52.17,52.17,27.84,1454.22
2018-06-09 03-PM,NEOUSD,52.17,52.55,52.17,52.55,22.77,1195.09
2018-06-09 02-PM,NEOUSD,52.17,52.17,51.85,52.17,20.15,1046.01
2018-06-09 01-PM,NEOUSD,53.1,53.1,52.16,52.17,104.04,5446.49
2018-06-09 12-PM,NEOUSD,52.9,53.1,52.33,53.1,22.89,1200.88
2018-06-09 11-AM,NEOUSD,52.7,53.17,52.7,52.9,28.37,1503.9
2018-06-09 10-AM,NEOUSD,52.89,53.22,52.7,52.7,49.97,2634.55
2018-06-09 09-AM,NEOUSD,52.89,53.22,52.73,52.89,8.46,448.51
2018-06-09 08-AM,NEOUSD,53.47,53.47,52.89,52.89,44.49,2355.36
2018-06-09 07-AM,NEOUSD,53.47,53.47,53.47,53.47,0.8744,46.75
2018-06-09 06-AM,NEOUSD,52.89,53.58,52.89,53.47,145.15,7705.32
2018-06-09 05-AM,NEOUSD,52.89,52.89,52.89,52.89,81.56,4313.87
2018-06-09 04-AM,NEOUSD,52.89,52.89,52.89,52.89,18.89,998.86
2018-06-09 03-AM,NEOUSD,53.23,53.23,52.89,52.89,55.83,2969.2
2018-06-09 02-AM,NEOUSD,52.68,53.23,52.51,53.23,189.59,10020.66
2018-06-09 01-AM,NEOUSD,52.3,52.69,52.21,52.68,150.62,7876.38
2018-06-09 12-AM,NEOUSD,52.25,52.67,52.16,52.3,12.91,674.28
2018-06-08 11-PM,NEOUSD,52.69,52.69,52.25,52.25,83.96,4398.95
2018-06-08 10-PM,NEOUSD,52.69,52.7,52.69,52.69,3.59,189
2018-06-08 09-PM,NEOUSD,52.41,52.7,52.15,52.69,32.61,1710.35
2018-06-08 08-PM,NEOUSD,52.7,52.7,52.41,52.41,7.43,389.7
2018-06-08 07-PM,NEOUSD,52.71,52.71,52.39,52.7,30.16,1589.45
2018-06-08 06-PM,NEOUSD,52.7,52.71,52.61,52.71,94.73,4988.98
2018-06-08 05-PM,NEOUSD,52.72,52.72,52.7,52.7,27.76,1463.34
2018-06-08 04-PM,NEOUSD,52.51,52.72,52.16,52.72,25.57,1346.97
2018-06-08 03-PM,NEOUSD,52.39,52.61,51.9,52.51,799.16,41817.99
2018-06-08 02-PM,NEOUSD,52.3,52.39,51.85,52.39,32.71,1708.75
2018-06-08 01-PM,NEOUSD,51.72,52.39,51.72,52.3,150.94,7848.48
2018-06-08 12-PM,NEOUSD,51.93,52.5,51.72,51.72,59.44,3075.41
2018-06-08 11-AM,NEOUSD,52.07,52.22,51.5,51.93,1196.27,61802.67
2018-06-08 10-AM,NEOUSD,52.74,52.9,52.07,52.07,220.2,11507.62
2018-06-08 09-AM,NEOUSD,52.5,52.9,52.5,52.74,100.54,5290.1
2018-06-08 08-AM,NEOUSD,52.5,52.5,52.5,52.5,4.01,210.27
2018-06-08 07-AM,NEOUSD,52.2,52.75,52.2,52.5,89.84,4700.19
2018-06-08 06-AM,NEOUSD,52.64,52.7,52.2,52.2,8.59,451.21
2018-06-08 05-AM,NEOUSD,52.64,52.64,52.16,52.64,0.5471,28.71
2018-06-08 04-AM,NEOUSD,52.7,52.8,52,52.64,506.31,26394.82
2018-06-08 03-AM,NEOUSD,53.23,53.23,52.7,52.7,65.41,3454.52
2018-06-08 02-AM,NEOUSD,52.97,53.5,52.91,53.23,14.9,790.11
2018-06-08 01-AM,NEOUSD,53.7,54.06,52.8,52.97,309.41,16488.92
2018-06-08 12-AM,NEOUSD,53.14,53.7,53.14,53.7,6.96,373.49
2018-06-07 11-PM,NEOUSD,53.1,53.79,53.1,53.14,40.11,2143.67
2018-06-07 10-PM,NEOUSD,53.38,53.4,53,53.1,67.35,3575.73
2018-06-07 09-PM,NEOUSD,53.3,53.38,53.3,53.38,64.52,3439.36
2018-06-07 08-PM,NEOUSD,53.77,53.77,53,53.3,46.41,2468.45
2018-06-07 07-PM,NEOUSD,53.7,53.8,53.1,53.77,351.77,18832.99
2018-06-07 06-PM,NEOUSD,53.7,53.7,53.49,53.7,21.06,1129.23
2018-06-07 05-PM,NEOUSD,53.49,54.11,53.49,53.7,66.68,3581.29
2018-06-07 04-PM,NEOUSD,53.49,54.11,53.49,53.49,34.7,1862.02
2018-06-07 03-PM,NEOUSD,53.5,53.76,53.49,53.49,299.71,16033.27
2018-06-07 02-PM,NEOUSD,53.8,54.06,53.5,53.5,92.31,4959.33
2018-06-07 01-PM,NEOUSD,53.89,54.13,53.5,53.8,43.98,2368.05
2018-06-07 12-PM,NEOUSD,53.84,53.89,53.5,53.89,47.01,2521.77
2018-06-07 11-AM,NEOUSD,53.9,53.9,53.5,53.84,31.46,1686.32
2018-06-07 10-AM,NEOUSD,53.88,54.15,53.82,53.9,112.8,6096.04
2018-06-07 09-AM,NEOUSD,53.82,54.28,53.82,53.88,13.16,709.3
2018-06-07 08-AM,NEOUSD,54,54.34,53.82,53.82,107.06,5772.51
2018-06-07 07-AM,NEOUSD,54.5,54.5,54,54,17.73,959.05
2018-06-07 06-AM,NEOUSD,54.65,54.65,54.5,54.5,10.94,598.11
2018-06-07 05-AM,NEOUSD,54,54.65,54,54.65,23.27,1264.1
2018-06-07 04-AM,NEOUSD,54.75,54.75,54,54,484.44,26270.84
2018-06-07 03-AM,NEOUSD,55,55,54.52,54.75,87.63,4797.7
2018-06-07 02-AM,NEOUSD,54.61,55,54.61,55,95.85,5243.39
2018-06-07 01-AM,NEOUSD,54.33,55,54.33,54.61,243.86,13323.16
2018-06-07 12-AM,NEOUSD,54.2,54.33,53.65,54.33,52.79,2862.85
2018-06-06 11-PM,NEOUSD,53.95,54.2,53.5,54.2,38.84,2097.26
2018-06-06 10-PM,NEOUSD,54.06,54.28,53.95,53.95,400.56,21637.04
2018-06-06 09-PM,NEOUSD,53.76,54.37,53.61,54.06,987.1,53431.63
2018-06-06 08-PM,NEOUSD,52.77,53.76,52.77,53.76,383.38,20347.61
2018-06-06 07-PM,NEOUSD,52.55,52.86,52.55,52.77,118.88,6280.97
2018-06-06 06-PM,NEOUSD,52.81,52.81,52.39,52.55,50.35,2647.13
2018-06-06 05-PM,NEOUSD,52.8,52.86,52.61,52.81,499.97,26366.71
2018-06-06 04-PM,NEOUSD,54.49,54.5,52.61,52.8,967.48,51830.56
2018-06-06 03-PM,NEOUSD,54.32,54.5,54.2,54.49,19.56,1065.04
2018-06-06 02-PM,NEOUSD,54.5,54.5,53.95,54.32,225.09,12145.75
2018-06-06 01-PM,NEOUSD,54.5,54.5,54.19,54.5,92.4,5032.85
2018-06-06 12-PM,NEOUSD,54.2,54.5,54.15,54.5,208.75,11372.21
2018-06-06 11-AM,NEOUSD,54.2,54.44,53.78,54.2,243.19,13177.54
2018-06-06 10-AM,NEOUSD,54.19,54.2,53.49,54.2,163.44,8817.9
2018-06-06 09-AM,NEOUSD,53.8,54.2,53.8,54.19,5.04,272.36
2018-06-06 08-AM,NEOUSD,54.24,54.24,53.8,53.8,99.81,5397.18
2018-06-06 07-AM,NEOUSD,54,54.44,53.75,54.24,180.56,9769.93
2018-06-06 06-AM,NEOUSD,53.95,54.25,53.95,54,149.5,8071.38
2018-06-06 05-AM,NEOUSD,53.96,53.96,53.4,53.95,280.16,14991.43
2018-06-06 04-AM,NEOUSD,54.44,54.44,53.96,53.96,9.97,538.35
2018-06-06 03-AM,NEOUSD,54.44,54.44,54.44,54.44,16.23,883.6
2018-06-06 02-AM,NEOUSD,54.48,54.48,54.13,54.44,8.03,435.86
2018-06-06 01-AM,NEOUSD,54.2,54.7,54.13,54.48,98.64,5347.21
2018-06-06 12-AM,NEOUSD,54.13,54.7,54.13,54.2,35.42,1925.74
2018-06-05 11-PM,NEOUSD,54.25,54.7,54,54.13,70.84,3838.52
2018-06-05 10-PM,NEOUSD,54.1,54.48,54,54.25,153.93,8345.41
2018-06-05 09-PM,NEOUSD,54.24,54.36,54,54.1,47.3,2564.92
2018-06-05 08-PM,NEOUSD,54.21,54.7,54.2,54.24,481.89,26307.08
2018-06-05 07-PM,NEOUSD,54.7,54.7,54.21,54.21,52.19,2838.97
2018-06-05 06-PM,NEOUSD,54.72,54.84,54.27,54.7,211.95,11561.17
2018-06-05 05-PM,NEOUSD,54.21,55,54.21,54.72,353.59,19391.26
2018-06-05 04-PM,NEOUSD,53.2,54.66,53.2,54.21,714.85,38567.28
2018-06-05 03-PM,NEOUSD,52.72,53.2,52.72,53.2,1222.83,65011.66
2018-06-05 02-PM,NEOUSD,52.07,52.72,51.92,52.72,99.93,5199.22
2018-06-05 01-PM,NEOUSD,52.58,52.77,52,52.07,232.57,12188.64
2018-06-05 12-PM,NEOUSD,52.58,53,52.58,52.58,70.72,3730.3
2018-06-05 11-AM,NEOUSD,53,53,52.3,52.58,17.63,924.49
2018-06-05 10-AM,NEOUSD,53.58,53.58,53,53,61.73,3275.64
2018-06-05 09-AM,NEOUSD,53.32,53.71,53.29,53.58,101.42,5432.53
2018-06-05 08-AM,NEOUSD,52,53.71,52,53.32,499.77,26273.51
2018-06-05 07-AM,NEOUSD,52.35,52.59,51.92,52,114.88,5984.77
2018-06-05 06-AM,NEOUSD,52.59,52.59,52.35,52.35,46.55,2446.26
2018-06-05 05-AM,NEOUSD,51.94,52.59,51.94,52.59,84.75,4424.14
2018-06-05 04-AM,NEOUSD,52.2,52.47,51.94,51.94,485.59,25348.42
2018-06-05 03-AM,NEOUSD,52.3,52.69,52.03,52.2,675.92,35227.48
2018-06-05 02-AM,NEOUSD,53.66,53.66,52.3,52.3,95.23,5036.75
2018-06-05 01-AM,NEOUSD,53.5,54.01,53.4,53.66,26.27,1410.04
2018-06-05 12-AM,NEOUSD,53.61,53.61,53.14,53.5,24.21,1291.99
2018-06-04 11-PM,NEOUSD,53.82,53.82,53.17,53.61,2.34,124.44
2018-06-04 10-PM,NEOUSD,53.7,54.29,53.3,53.82,136.98,7328.37
2018-06-04 09-PM,NEOUSD,53.34,54,53.34,53.7,371.01,19952.59
2018-06-04 08-PM,NEOUSD,53.37,53.37,53.34,53.34,6.07,323.94
2018-06-04 07-PM,NEOUSD,53.34,53.53,52.88,53.37,195.51,10438.39
2018-06-04 06-PM,NEOUSD,53.17,53.34,53,53.34,141.49,7538.42
2018-06-04 05-PM,NEOUSD,52.9,53.37,52.5,53.17,159.91,8450.76
2018-06-04 04-PM,NEOUSD,53.2,53.6,52.9,52.9,574.93,30508.09
2018-06-04 03-PM,NEOUSD,52.66,53.82,52.66,53.2,360.37,19228.3
2018-06-04 02-PM,NEOUSD,53.21,53.41,52.03,52.66,327.57,17221.31
2018-06-04 01-PM,NEOUSD,53.65,53.65,53.2,53.21,74.6,3981.93
2018-06-04 12-PM,NEOUSD,52.88,53.65,52.88,53.65,410.23,21950.6
2018-06-04 11-AM,NEOUSD,54.73,54.73,52.88,52.88,1431.57,76548.86
2018-06-04 10-AM,NEOUSD,54.31,54.73,54.31,54.73,157.65,8625.76
2018-06-04 09-AM,NEOUSD,54.08,54.7,53.9,54.31,342.3,18622.08
2018-06-04 08-AM,NEOUSD,54.95,54.95,53.9,54.08,440.11,23836.38
2018-06-04 07-AM,NEOUSD,54,54.95,53.9,54.95,387.84,21125.04
2018-06-04 06-AM,NEOUSD,54.95,54.95,53.7,54,1939.26,104992.57
2018-06-04 05-AM,NEOUSD,56.05,56.09,54.7,54.95,308.26,17088.94
2018-06-04 04-AM,NEOUSD,56,56.46,55.61,56.05,245.02,13698.71
2018-06-04 03-AM,NEOUSD,56.15,56.69,56,56,205.95,11547.47
2018-06-04 02-AM,NEOUSD,56.86,56.86,56.15,56.15,104.48,5892.13
2018-06-04 01-AM,NEOUSD,57.06,57.07,56.6,56.86,121.67,6903.8
2018-06-04 12-AM,NEOUSD,56.5,57.09,56.45,57.06,552.07,31331.14
2018-06-03 11-PM,NEOUSD,56.5,56.5,56.1,56.5,177.26,9966.1
2018-06-03 10-PM,NEOUSD,56.5,56.79,56.09,56.5,434.32,24589.12
2018-06-03 09-PM,NEOUSD,56.75,56.8,56.2,56.5,125.48,7076.89
2018-06-03 08-PM,NEOUSD,56.6,56.8,56,56.75,241.18,13662.3
2018-06-03 07-PM,NEOUSD,56.67,56.78,55.61,56.6,860.43,48588.45
2018-06-03 06-PM,NEOUSD,56.8,56.8,56.48,56.67,448.08,25415.01
2018-06-03 05-PM,NEOUSD,57.54,57.54,56.74,56.8,133.08,7584.42
2018-06-03 04-PM,NEOUSD,57.13,57.55,57.13,57.54,95.6,5471.41
2018-06-03 03-PM,NEOUSD,57.55,57.7,57.07,57.13,492.29,28334.54
2018-06-03 02-PM,NEOUSD,57.61,57.7,57.05,57.55,159.49,9173.12
2018-06-03 01-PM,NEOUSD,57.7,57.7,57.58,57.61,79.18,4565.89
2018-06-03 12-PM,NEOUSD,57.14,57.7,57.14,57.7,172.73,9914.42
2018-06-03 11-AM,NEOUSD,57.76,57.76,57.14,57.14,168.7,9681.48
2018-06-03 10-AM,NEOUSD,57.89,58,57,57.76,439.79,25384.75
2018-06-03 09-AM,NEOUSD,58.15,58.2,57.6,57.89,204.29,11823.18
2018-06-03 08-AM,NEOUSD,57.5,58.19,57.2,58.15,582.31,33697.33
2018-06-03 07-AM,NEOUSD,57.08,57.62,56.79,57.5,511.22,29404.13
2018-06-03 06-AM,NEOUSD,56,57.5,55.87,57.08,1251.7,70533.5
2018-06-03 05-AM,NEOUSD,56,56.04,55.87,56,120.25,6732.57
2018-06-03 04-AM,NEOUSD,55.94,56.04,55.87,56,53.48,2989.59
2018-06-03 03-AM,NEOUSD,56.02,56.14,55.76,55.94,163.44,9139.14
2018-06-03 02-AM,NEOUSD,57.06,57.06,55.58,56.02,460.44,25854.69
2018-06-03 01-AM,NEOUSD,56.23,57.13,56.23,57.06,141.54,8069.97
2018-06-03 12-AM,NEOUSD,56.72,56.72,56.22,56.23,52.8,2978.26
2018-06-02 11-PM,NEOUSD,56.3,56.9,56.2,56.72,311.11,17578.16
2018-06-02 10-PM,NEOUSD,56.53,56.53,56.21,56.3,55.34,3115.95
2018-06-02 09-PM,NEOUSD,56.75,56.78,56.53,56.53,70.56,4002.81
2018-06-02 08-PM,NEOUSD,56.76,56.88,56.75,56.75,63.16,3585.17
2018-06-02 07-PM,NEOUSD,57,57.43,56.75,56.76,249.82,14258.84
2018-06-02 06-PM,NEOUSD,56.5,57,56.25,57,338.34,19050.54
2018-06-02 05-PM,NEOUSD,56.4,56.75,56.15,56.5,86.28,4867.56
2018-06-02 04-PM,NEOUSD,56.26,56.68,56.11,56.4,572.25,32124.26
2018-06-02 03-PM,NEOUSD,56.16,57,56.11,56.26,325.81,18431.68
2018-06-02 02-PM,NEOUSD,56.64,56.64,56.16,56.16,242.23,13626.68
2018-06-02 01-PM,NEOUSD,56.56,57,56.51,56.64,362.57,20561.21
2018-06-02 12-PM,NEOUSD,57,57,56.51,56.56,211.16,11948.76
2018-06-02 11-AM,NEOUSD,56.75,57,56.51,57,74.56,4229.66
2018-06-02 10-AM,NEOUSD,57,57,56.75,56.75,125.6,7153.41
2018-06-02 09-AM,NEOUSD,56.92,57.55,56.47,57,220.67,12596.53
2018-06-02 08-AM,NEOUSD,56.7,57.56,56.53,56.92,285.67,16307.97
2018-06-02 07-AM,NEOUSD,56.47,57.18,56.47,56.7,514.39,29310.86
2018-06-02 06-AM,NEOUSD,56.15,56.8,55.29,56.47,804.68,45356.32
2018-06-02 05-AM,NEOUSD,55.66,56.15,55,56.15,916.5,51221.62
2018-06-02 04-AM,NEOUSD,55.49,55.7,55.23,55.66,98.37,5439.79
2018-06-02 03-AM,NEOUSD,56.15,56.35,55.49,55.49,203.68,11434.5
2018-06-02 02-AM,NEOUSD,55.85,56.15,55.6,56.15,417.39,23348.37
2018-06-02 01-AM,NEOUSD,55,55.94,54.64,55.85,462.32,25678.64
2018-06-02 12-AM,NEOUSD,55.75,55.95,55,55,1457.74,81015.22
2018-06-01 11-PM,NEOUSD,54.97,56,54.93,55.75,631.29,34987.76
2018-06-01 10-PM,NEOUSD,54.59,55,54.59,54.97,191.9,10501.08
2018-06-01 09-PM,NEOUSD,54.11,54.59,54.11,54.59,215.06,11738.43
2018-06-01 08-PM,NEOUSD,54.61,54.71,54.11,54.11,100.65,5465.66
2018-06-01 07-PM,NEOUSD,53.28,54.81,53.17,54.61,400.76,21471.4
2018-06-01 06-PM,NEOUSD,53.17,53.7,53.17,53.28,24.61,1320.22
2018-06-01 05-PM,NEOUSD,53.76,53.76,53.17,53.17,495.85,26454.82
2018-06-01 04-PM,NEOUSD,53.6,54.01,53.6,53.76,94.33,5071.59
2018-06-01 03-PM,NEOUSD,54.06,54.11,53.6,53.6,880.66,47554.21
2018-06-01 02-PM,NEOUSD,54.3,54.59,54,54.06,145.87,7924.49
2018-06-01 01-PM,NEOUSD,54,54.54,53.8,54.3,434.4,23450.3
2018-06-01 12-PM,NEOUSD,53.8,54.15,53.1,54,253.02,13514.14
2018-06-01 11-AM,NEOUSD,55.51,55.51,53.8,53.8,371.72,20294.54
2018-06-01 10-AM,NEOUSD,55.22,55.63,55.12,55.51,139.29,7716.8
2018-06-01 09-AM,NEOUSD,55.54,56,55,55.22,808.53,45105.26
2018-06-01 08-AM,NEOUSD,54.54,55.99,54.27,55.54,584.58,32354.73
2018-06-01 07-AM,NEOUSD,53.97,54.54,53.89,54.54,486.71,26373.45
2018-06-01 06-AM,NEOUSD,53.3,54.1,53.3,53.97,601.76,32410.06
2018-06-01 05-AM,NEOUSD,53.19,53.3,52.97,53.3,555.5,29600.65
2018-06-01 04-AM,NEOUSD,53.3,53.3,52.84,53.19,41.5,2193.91
2018-06-01 03-AM,NEOUSD,53.34,53.34,52.84,53.3,250.84,13262.18
2018-06-01 02-AM,NEOUSD,53.3,53.46,52.84,53.34,274.14,14569.83
2018-06-01 01-AM,NEOUSD,53.47,53.47,52.94,53.3,28.37,1507.13
2018-06-01 12-AM,NEOUSD,53,53.69,53,53.47,70.46,3760.56
2018-05-31 11-PM,NEOUSD,52.46,53,52.46,53,312.94,16427.64
2018-05-31 10-PM,NEOUSD,53.61,53.75,52.46,52.46,1218.86,64756.64
2018-05-31 09-PM,NEOUSD,53.86,53.86,53.61,53.61,108.09,5819.45
2018-05-31 08-PM,NEOUSD,53.6,53.86,53.17,53.86,229.14,12283.25
2018-05-31 07-PM,NEOUSD,54.12,54.12,53.4,53.6,100.64,5412.8
2018-05-31 06-PM,NEOUSD,54,54.12,53.5,54.12,186.13,10048.2
2018-05-31 05-PM,NEOUSD,53.24,54.1,53.24,54,153.65,8269.13
2018-05-31 04-PM,NEOUSD,53.8,53.8,53.13,53.24,178.34,9559.68
2018-05-31 03-PM,NEOUSD,53.4,53.98,53.3,53.8,1641.6,88445.84
2018-05-31 02-PM,NEOUSD,53,53.4,53,53.4,67.86,3608.42
2018-05-31 01-PM,NEOUSD,53.19,53.19,52.7,53,138.35,7311.38
2018-05-31 12-PM,NEOUSD,53.01,53.22,53.01,53.19,139.29,7410.06
2018-05-31 11-AM,NEOUSD,53.2,53.35,52.8,53.01,364.81,19415.19
2018-05-31 10-AM,NEOUSD,53.11,53.8,52.8,53.2,613.88,32867.66
2018-05-31 09-AM,NEOUSD,53.11,53.11,52.71,53.11,172.02,9126.42
2018-05-31 08-AM,NEOUSD,53.53,53.53,52.86,53.11,248.62,13226.24
2018-05-31 07-AM,NEOUSD,53.46,53.53,53,53.53,830.95,44334.97
2018-05-31 06-AM,NEOUSD,52.75,53.6,52.7,53.46,361.64,19276.26
2018-05-31 05-AM,NEOUSD,52.12,53.08,52.12,52.75,899.7,47297.57
2018-05-31 04-AM,NEOUSD,51.7,52.12,51.7,52.12,215.94,11167.65
2018-05-31 03-AM,NEOUSD,50.9,51.75,50.9,51.7,64.01,3300.96
2018-05-31 02-AM,NEOUSD,50.97,51.28,50.9,50.9,531.93,27141.68
2018-05-31 01-AM,NEOUSD,51.7,51.7,50.97,50.97,172.36,8793.92
2018-05-31 12-AM,NEOUSD,51.7,51.7,51.19,51.7,23.67,1214.71
2018-05-30 11-PM,NEOUSD,51.1,51.7,50.97,51.7,112.33,5756.03
2018-05-30 10-PM,NEOUSD,51.13,51.13,50.9,51.1,186.04,9469.66
2018-05-30 09-PM,NEOUSD,51.13,51.13,51.13,51.13,0,0
2018-05-30 08-PM,NEOUSD,50.31,51.13,50.31,51.13,118.29,6038.14
2018-05-30 07-PM,NEOUSD,50.9,50.9,50.17,50.31,158.69,7979.33
2018-05-30 06-PM,NEOUSD,50.4,50.9,50.2,50.9,270.12,13618.05
2018-05-30 05-PM,NEOUSD,50.4,50.9,50.4,50.4,112.79,5700.7
2018-05-30 04-PM,NEOUSD,51,51.13,50.17,50.4,261.38,13217.42
2018-05-30 03-PM,NEOUSD,51.3,51.33,50.67,51,2149.61,109358.06
2018-05-30 02-PM,NEOUSD,52.8,52.8,51.3,51.3,1367.16,70797.62
2018-05-30 01-PM,NEOUSD,53.01,53.01,52.47,52.8,108.2,5713.42
2018-05-30 12-PM,NEOUSD,52.95,53.08,52.7,53.01,284.98,15092.96
2018-05-30 11-AM,NEOUSD,52.75,53,52.7,52.95,101.17,5352.09
2018-05-30 10-AM,NEOUSD,52.41,52.8,52.41,52.75,72.11,3799.49
2018-05-30 09-AM,NEOUSD,52.1,52.41,51.84,52.41,150.52,7870.38
2018-05-30 08-AM,NEOUSD,52.41,52.41,51.84,52.1,203.58,10623.18
2018-05-30 07-AM,NEOUSD,51.9,52.41,51.9,52.41,138.27,7215.55
2018-05-30 06-AM,NEOUSD,52.77,53,51.67,51.9,554.16,28998.9
2018-05-30 05-AM,NEOUSD,52.77,52.77,52.25,52.77,387.66,20387.99
2018-05-30 04-AM,NEOUSD,52,52.77,51.86,52.77,77.14,4052.06
2018-05-30 03-AM,NEOUSD,53.08,53.08,51.85,52,486.69,25287.51
2018-05-30 02-AM,NEOUSD,53.08,53.08,52.62,53.08,311.6,16471.12
2018-05-30 01-AM,NEOUSD,53,53.5,52.56,53.08,581.05,31003.05
2018-05-30 12-AM,NEOUSD,52.36,53,51.99,53,105.9,5576.8
2018-05-29 11-PM,NEOUSD,52.36,52.36,52,52.36,168.09,8748.19
2018-05-29 10-PM,NEOUSD,52.83,53,52,52.36,445.51,23417.77
2018-05-29 09-PM,NEOUSD,53.37,53.67,52.48,52.83,224.41,11901.34
2018-05-29 08-PM,NEOUSD,53.1,53.73,53.1,53.37,337.3,17999.27
2018-05-29 07-PM,NEOUSD,53.1,53.32,53,53.1,131.24,6960.36
2018-05-29 06-PM,NEOUSD,53.19,53.73,53.1,53.1,762.46,40766.2
2018-05-29 05-PM,NEOUSD,52.86,53.19,52.3,53.19,688.78,36406.73
2018-05-29 04-PM,NEOUSD,51.81,52.86,51.81,52.86,1049.18,54850.62
2018-05-29 03-PM,NEOUSD,51.92,52.2,51.56,51.81,491.28,25419.03
2018-05-29 02-PM,NEOUSD,53.2,53.39,51.92,51.92,416.27,21721.54
2018-05-29 01-PM,NEOUSD,52.7,53.42,52.49,53.2,1274.47,67401.24
2018-05-29 12-PM,NEOUSD,52.3,52.73,51.58,52.7,819.56,42796.7
2018-05-29 11-AM,NEOUSD,49.78,52.67,49.78,52.3,3655.53,187831.9
2018-05-29 10-AM,NEOUSD,48.7,49.98,48.7,49.78,326.75,16066.52
2018-05-29 09-AM,NEOUSD,48.91,48.91,48.56,48.7,93.42,4550.93
2018-05-29 08-AM,NEOUSD,48.62,48.91,48.52,48.91,1197.75,58129.67
2018-05-29 07-AM,NEOUSD,48.4,48.99,48.4,48.62,256.71,12529.51
2018-05-29 06-AM,NEOUSD,48,49.09,48,48.4,271.42,13195.25
2018-05-29 05-AM,NEOUSD,48.51,48.51,47.5,48,359.06,17178.96
2018-05-29 04-AM,NEOUSD,48.51,48.51,48.19,48.51,20.27,981.47
2018-05-29 03-AM,NEOUSD,48.51,48.51,48.51,48.51,208.11,10095.58
2018-05-29 02-AM,NEOUSD,47.98,48.51,47.98,48.51,279.67,13527.87
2018-05-29 01-AM,NEOUSD,48.43,48.43,47.5,47.98,346.43,16595.6
